,title,thumbnail,video_link,views,likes,no_comments
15,How To Prepare And Overcome Fear In Maths For Data Science- Follow This Approach,https://i.ytimg.com/vi/Pp6CO2_YEDE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCSUHkj9iOJpVXRU3LkcLhZUVTg3Q,https://www.youtube.com/watch?v=Pp6CO2_YEDE,7709,269,13
16,DSA-Discussing All Search Algorithms With Interview Based Questions- Ft: Priya Bhatia,https://i.ytimg.com/vi/-se8_ESCUTQ/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAzwivq98DxklzhaWYt2lT8rBG9Bg,https://www.youtube.com/watch?v=-se8_ESCUTQ,9508,282,10
17,Trackersheet That Can Make You From Zero To HERO In Data Science,https://i.ytimg.com/vi/qJJEf6p8xH0/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD5Jih-yEmrxghUA35E1S3_Jey7Lw,https://www.youtube.com/watch?v=qJJEf6p8xH0,16978,1000,23
18,Cracking Data Science Interview Is Easy By This Approach!! Solve this Problem,https://i.ytimg.com/vi/VC2BL_ChGeg/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA0Q3jQn4yaQXKK2qbQUU1TR9nTTw,https://www.youtube.com/watch?v=VC2BL_ChGeg,19456,681,22
19,Just Watch!!,https://i.ytimg.com/vi/C0KW4MvNbIQ/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC9OnA7dt4G03mpZS5IN8gTR-5Anw,https://www.youtube.com/watch?v=C0KW4MvNbIQ,7510,563,20
20,Meet My Son Krishiv Naik @Krishiv Naik Vlogs,https://i.ytimg.com/vi/JneXvhlJW_k/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBrYXxVqxtSn7xs61Xr9BVi6ASlrQ,https://www.youtube.com/watch?v=JneXvhlJW_k,27748,1722,200
21,Quick CheatSheet To Prepare For Statistics For Data Analyst And Data Scientist,https://i.ytimg.com/vi/ITyGQpyMV_w/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD0jNSZjuuZAu_4Bwd_XtE-PzVV4w,https://www.youtube.com/watch?v=ITyGQpyMV_w,16144,1020,43
22,How To Get 1cr Data Scientist Package?,https://i.ytimg.com/vi/8-tyWaOFBPU/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDxAMI900YKooqJOdCewwDVk8rK1A,https://www.youtube.com/watch?v=8-tyWaOFBPU,21233,1152,19
23,Data Science Mock Interview iNeuron FSDS Batch With Feedbacks,https://i.ytimg.com/vi/uwQYAH5MC8c/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAoDOol8tkRhhQk09ZK4QXTPkrMYw,https://www.youtube.com/watch?v=uwQYAH5MC8c,15946,426,12
24,Use This Way Of Training Machine Learning Models For Efficiency,https://i.ytimg.com/vi/7uLzGRlXXDw/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA0vCRl5kHymrCAPL6LrxaFBQ61Mg,https://www.youtube.com/watch?v=7uLzGRlXXDw,12297,1140,35
25,3 Months Updated RoadMap To Learn Machine Learning With Videos And Materials,https://i.ytimg.com/vi/9di4_ZJqawU/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC0Hd4TLo_8b5e6A20JyYT0dp5Hfg,https://www.youtube.com/watch?v=9di4_ZJqawU,14560,674,32
26,Day 11-Advance NLP Series-Bidirectional LSTM Intuition And Implementation Deep Learning|Krish Naik,https://i.ytimg.com/vi/gFwr2KxZ1pc/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDyLxZckDZ11Kwc_0kix8jQZO0Jaw,https://www.youtube.com/watch?v=gFwr2KxZ1pc,8857,283,20
27,Huge Announcement-Access 250+ Recorded And Live Tech Courses For Lifetime-Limited Offer,https://i.ytimg.com/vi/g9o4_ua2Gv0/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD4JncX9raJNe0q2eIcfb9dxhF4_Q,https://www.youtube.com/watch?v=g9o4_ua2Gv0,5350,160,28
28,Visualizing High Dimension Data Using UMAP Is A Piece Of Cake Now,https://i.ytimg.com/vi/015vL0cJfA0/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCZaZdb0HbrTGLrewBPxr-j-VxVfg,https://www.youtube.com/watch?v=015vL0cJfA0,8309,485,20
29,This Independence Day- Huge Announcement- Lifetime Offer  Tech Neuron,https://i.ytimg.com/vi/ceJyWSgiiIA/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB__xYA2ophqeZCk_D9j-K2sWw1xQ,https://www.youtube.com/watch?v=ceJyWSgiiIA,10028,290,18
30,Advance NLP Series Announcement- Happy 76th Independence Day,https://i.ytimg.com/vi/gfvil_XC-kE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAxAMWPPJlZvQnGIsDbhl3phmUulw,https://www.youtube.com/watch?v=gfvil_XC-kE,5236,329,19
